employee_id,department,job_level,experience_years,on_time_delivery_rate,bug_count,training_hours,avg_login_hours,peer_score,manager_score,target_perf_band
EMP_02218,Engineering,Senior,13.8,0.62,10,18,7.1,3.7,3.0,Low
EMP_02219,Customer Support,Lead,2.5,0.64,2,14,9.5,3.5,3.7,Medium
EMP_02220,Engineering,Lead,6.9,0.55,11,21,10.0,4.3,4.2,High
EMP_02221,Marketing,Lead,2.0,0.57,2,7,7.3,4.2,2.3,Medium
EMP_02222,Sales,Junior,1.9,0.61,2,7,7.5,3.8,3.6,Medium
EMP_02223,Engineering,Junior,4.3,0.53,12,14,9.2,3.3,3.7,Low
EMP_02224,Engineering,Mid,10.0,0.56,10,14,8.5,4.3,2.7,Low
EMP_02225,Engineering,Senior,15.8,0.8,9,18,9.1,2.9,3.9,Medium
EMP_02226,Sales,Lead,10.0,0.57,0,15,8.6,2.8,4.2,Medium
EMP_02227,Engineering,Senior,7.0,0.55,11,13,8.8,3.2,3.0,Low
EMP_02228,Sales,Junior,2.1,0.48,2,15,7.6,4.4,2.8,Medium
EMP_02229,Engineering,Lead,11.2,0.7,10,16,5.2,2.8,5.0,Medium
EMP_02230,Engineering,Mid,5.8,0.8,11,14,8.5,3.0,4.1,Medium
EMP_02231,Marketing,Junior,12.5,0.95,0,17,9.2,3.6,3.6,High
EMP_02232,Engineering,Mid,19.6,0.69,9,14,8.6,3.5,3.0,Low
EMP_02233,Customer Support,Junior,2.7,0.95,2,20,7.1,3.2,2.9,High
EMP_02234,Customer Support,Mid,4.6,0.5,2,15,7.3,3.9,4.0,Medium
EMP_02235,Marketing,Mid,9.7,0.86,1,12,11.9,3.1,2.8,Medium
EMP_02236,Sales,Mid,19.4,0.69,0,10,8.7,4.3,2.8,Medium
EMP_02237,Customer Support,Mid,15.6,0.63,0,18,4.7,3.7,3.4,Medium
EMP_02238,Engineering,Senior,18.0,0.67,9,15,7.3,4.3,4.0,Medium
EMP_02239,Engineering,Mid,7.0,0.66,11,13,7.9,2.9,4.9,High
EMP_02240,Engineering,Mid,19.8,0.88,9,15,6.3,3.4,3.7,Medium
EMP_02241,Marketing,Senior,2.5,0.73,2,12,8.0,2.0,2.8,Low
EMP_02242,Engineering,Lead,1.5,0.47,12,16,7.5,4.6,3.3,Low
EMP_02243,Sales,Junior,17.2,0.62,0,17,8.5,5.0,4.5,High
EMP_02244,HR,Mid,18.6,0.65,0,14,7.8,3.3,4.5,Medium
EMP_02245,Customer Support,Junior,2.3,0.61,2,19,7.1,3.8,4.5,Medium
EMP_02246,Sales,Junior,2.7,0.6,2,10,7.7,3.6,4.3,High
EMP_02247,Engineering,Mid,1.1,0.47,12,18,9.5,2.5,5.0,Medium
EMP_02248,Customer Support,Senior,2.5,0.67,2,15,8.3,4.5,3.7,Medium
EMP_02249,Sales,Junior,4.6,0.99,2,17,7.9,3.3,4.1,High
EMP_02250,Engineering,Senior,19.4,0.72,9,16,8.7,1.9,2.9,Low
EMP_02251,Engineering,Senior,13.5,0.67,10,12,8.2,2.9,3.7,Medium
EMP_02252,Customer Support,Lead,15.7,0.84,0,22,6.5,2.4,3.7,Medium
EMP_02253,Marketing,Junior,15.6,0.67,0,17,9.2,3.6,4.1,High
EMP_02254,Customer Support,Lead,10.9,0.81,0,13,7.3,3.6,3.0,Medium
EMP_02255,Customer Support,Mid,16.1,0.65,0,10,7.7,4.4,2.2,Low
EMP_02256,Sales,Mid,12.1,1.0,0,14,5.9,5.0,3.0,High
EMP_02257,Sales,Junior,6.6,0.72,1,16,9.4,5.0,4.3,High
EMP_02258,Sales,Junior,11.4,0.62,0,8,8.4,2.7,3.3,Low
EMP_02259,Engineering,Senior,10.9,0.62,10,16,8.6,4.0,3.9,Medium
EMP_02260,Sales,Mid,16.6,0.69,0,19,9.4,4.1,3.0,Medium
EMP_02261,Marketing,Junior,19.6,1.0,0,10,9.4,3.1,4.3,High
EMP_02262,Sales,Junior,8.5,0.49,1,17,7.1,3.7,3.4,Medium
EMP_02263,Customer Support,Mid,15.4,0.65,0,12,8.2,3.8,3.4,Medium
EMP_02264,Sales,Junior,2.4,0.54,2,15,8.1,3.1,4.6,High
EMP_02265,Sales,Senior,15.6,0.75,0,15,7.9,4.5,4.8,High
EMP_02266,Sales,Junior,7.7,0.64,1,15,7.0,3.7,4.6,High
EMP_02267,Sales,Junior,1.3,0.39,2,21,10.3,3.4,3.2,Low
EMP_02268,Marketing,Mid,7.6,0.62,1,12,9.7,2.5,3.0,Low
EMP_02269,Engineering,Mid,12.4,0.71,10,16,8.9,4.4,2.8,Medium
EMP_02270,Sales,Mid,2.8,0.53,2,18,10.2,3.6,2.3,Low
EMP_02271,Engineering,Mid,18.5,0.89,9,15,8.9,3.6,2.8,Medium
EMP_02272,Engineering,Lead,2.0,0.76,12,21,7.7,2.8,2.8,Medium
EMP_02273,Sales,Mid,18.6,0.77,0,21,7.6,4.2,2.5,Medium
EMP_02274,Marketing,Junior,14.3,0.78,0,14,8.8,2.6,2.3,Medium
EMP_02275,HR,Mid,6.9,0.34,1,11,6.1,1.7,2.5,Low
EMP_02276,Sales,Senior,8.1,0.62,1,14,9.5,2.9,3.5,Medium
EMP_02277,Marketing,Mid,14.9,0.9,0,10,5.8,3.8,3.9,High
EMP_02278,Sales,Junior,12.2,0.66,0,17,9.9,3.8,3.8,Medium
EMP_02279,Sales,Senior,13.6,0.63,0,15,8.9,3.6,3.1,Low
EMP_02280,Engineering,Mid,8.1,1.0,11,9,11.1,3.4,3.2,High
EMP_02281,Engineering,Mid,10.0,0.97,10,18,8.5,3.6,3.8,High
EMP_02282,Engineering,Junior,19.8,0.87,9,19,9.2,5.0,3.7,High
EMP_02283,Sales,Junior,4.7,0.82,2,19,9.2,3.7,3.9,High
EMP_02284,Engineering,Mid,8.6,0.35,11,13,6.9,3.2,2.7,Low
EMP_02285,Engineering,Junior,6.2,0.54,11,26,6.6,3.4,4.9,High
EMP_02286,Engineering,Mid,15.4,0.68,9,15,6.8,3.3,4.0,Medium
EMP_02287,HR,Mid,15.4,0.72,0,10,8.2,3.6,4.1,Low
EMP_02288,Engineering,Junior,6.2,0.59,11,14,8.2,2.8,2.7,Low
EMP_02289,Sales,Lead,2.1,0.24,2,10,8.3,4.1,2.6,Low
EMP_02290,Engineering,Senior,0.7,0.66,12,14,8.9,3.7,2.9,Medium
EMP_02291,Sales,Senior,8.8,0.77,1,14,7.1,2.9,4.1,Medium
EMP_02292,Engineering,Junior,8.5,0.93,11,12,9.5,4.3,2.6,Medium
EMP_02293,Engineering,Junior,19.8,0.68,9,21,8.8,2.0,3.9,Medium
EMP_02294,Sales,Mid,9.7,0.57,1,25,10.6,5.0,4.7,High
EMP_02295,Engineering,Junior,5.5,0.25,11,10,8.8,5.0,2.9,Low
EMP_02296,Engineering,Lead,17.9,0.73,9,18,8.1,4.9,2.8,Medium
EMP_02297,Engineering,Junior,10.1,0.84,10,17,11.4,3.1,2.9,Medium
EMP_02298,Engineering,Mid,12.2,0.63,10,12,8.1,3.7,3.4,Low
EMP_02299,Engineering,Mid,2.4,0.95,12,21,8.6,3.0,4.3,High
EMP_02300,Engineering,Mid,8.0,0.64,11,13,8.9,3.8,4.3,High
EMP_02301,Customer Support,Junior,18.9,0.81,0,10,9.6,3.5,4.1,High
EMP_02302,Sales,Mid,12.0,0.52,0,16,8.3,3.1,1.9,Low
EMP_02303,Sales,Junior,7.2,0.72,1,11,12.4,3.1,3.4,Medium
EMP_02304,Engineering,Senior,12.7,0.43,10,18,7.3,3.6,2.8,Medium
EMP_02305,Customer Support,Junior,18.3,0.89,0,7,10.4,5.0,3.8,High
EMP_02306,Engineering,Lead,5.8,0.77,11,14,6.0,4.5,4.2,Medium
EMP_02307,Engineering,Senior,10.3,0.91,10,14,6.7,3.6,3.1,Medium
EMP_02308,Sales,Junior,19.2,0.64,0,15,5.9,3.4,5.0,High
EMP_02309,Engineering,Senior,3.9,0.66,12,23,6.8,4.0,2.8,Low
EMP_02310,Engineering,Junior,14.5,0.83,10,16,5.7,3.0,3.9,High
EMP_02311,Sales,Lead,12.5,0.79,0,8,8.4,3.3,5.0,High
EMP_02312,Customer Support,Mid,13.8,0.61,0,18,6.9,1.9,4.2,High
EMP_02313,Sales,Mid,7.3,0.31,1,17,10.5,3.6,4.0,Low
EMP_02314,Marketing,Mid,6.6,0.72,1,17,9.0,3.6,3.4,Low
EMP_02315,HR,Junior,13.8,0.72,0,9,8.3,3.1,4.0,Medium
EMP_02316,Engineering,Lead,4.7,0.56,12,19,8.6,3.9,3.1,Low
EMP_02317,Engineering,Junior,8.7,0.8,11,10,9.2,3.6,4.4,Medium
EMP_02318,Engineering,Mid,4.2,0.64,12,17,10.0,3.1,2.9,Low
EMP_02319,Sales,Mid,0.7,0.41,2,19,7.5,4.2,3.3,Medium
EMP_02320,Sales,Lead,19.4,0.5,0,13,7.2,3.4,2.8,Low
EMP_02321,Customer Support,Junior,8.9,0.52,1,12,8.8,2.7,3.2,Low
EMP_02322,Marketing,Mid,19.4,1.0,0,19,10.6,2.1,3.1,Medium
EMP_02323,Sales,Mid,3.2,0.74,2,29,6.2,4.6,1.9,Medium
EMP_02324,Engineering,Senior,12.0,0.75,10,15,8.8,3.6,3.5,Medium
EMP_02325,Customer Support,Junior,4.4,0.62,2,23,10.1,3.6,3.1,Medium
EMP_02326,HR,Junior,15.9,0.72,0,10,9.1,3.5,2.5,Medium
EMP_02327,Customer Support,Junior,15.8,0.93,0,19,8.7,4.5,3.0,High
EMP_02328,Engineering,Senior,2.7,0.55,12,11,9.0,3.6,3.8,Medium
EMP_02329,Sales,Junior,18.3,0.87,0,22,10.9,4.7,2.1,Medium
EMP_02330,Engineering,Mid,4.3,0.59,12,18,9.4,3.6,3.4,Medium
EMP_02331,Engineering,Junior,12.5,1.0,10,11,5.9,1.4,4.4,Medium
EMP_02332,Engineering,Senior,19.7,0.91,9,15,8.1,4.5,3.2,High
EMP_02333,Sales,Lead,17.7,0.96,0,15,8.3,3.8,4.7,High
EMP_02334,Marketing,Mid,19.2,0.7,0,18,9.7,3.1,4.4,High
EMP_02335,Engineering,Mid,7.2,0.83,11,18,8.3,3.3,3.8,Medium
EMP_02336,Engineering,Junior,2.6,0.58,12,17,8.2,3.3,3.5,Low
EMP_02337,Sales,Junior,4.2,0.66,2,10,8.3,2.5,3.5,Low
EMP_02338,Engineering,Junior,10.3,0.95,10,18,8.6,4.2,3.9,High
EMP_02339,Engineering,Mid,16.0,0.6,9,23,8.1,3.1,5.0,High
EMP_02340,Sales,Mid,3.4,0.66,2,18,7.6,2.8,3.9,Medium
EMP_02341,Marketing,Lead,13.4,0.8,0,16,8.0,5.0,4.7,High
EMP_02342,Engineering,Mid,6.8,0.75,11,14,8.7,2.6,2.6,Low
EMP_02343,Engineering,Mid,7.2,0.6,11,11,9.1,3.4,3.1,Medium
EMP_02344,Engineering,Mid,13.4,1.0,10,14,12.3,1.7,3.5,Low
EMP_02345,Customer Support,Mid,9.6,0.5,1,13,6.2,4.5,4.6,High
EMP_02346,Marketing,Junior,16.3,0.98,0,17,9.1,3.3,2.1,Medium
EMP_02347,Marketing,Mid,3.5,0.82,2,12,10.4,4.2,5.0,High
EMP_02348,Engineering,Mid,15.9,1.0,9,16,7.0,2.7,3.5,High
EMP_02349,Sales,Senior,1.8,0.38,2,12,9.2,2.2,4.4,Low
EMP_02350,Engineering,Lead,4.3,0.51,12,23,7.7,2.9,3.5,Low
EMP_02351,Sales,Mid,13.3,0.96,0,14,7.4,4.6,2.8,High
EMP_02352,Customer Support,Junior,17.2,0.49,0,23,7.1,4.0,4.9,High
EMP_02353,Sales,Mid,5.4,0.41,1,14,8.1,2.2,3.3,Low
EMP_02354,Customer Support,Mid,6.9,0.6,1,15,8.0,1.6,2.9,Low
EMP_02355,Marketing,Junior,11.0,0.74,0,11,9.3,3.2,3.8,Medium
EMP_02356,Engineering,Senior,4.6,0.88,12,22,6.0,4.4,4.0,High
EMP_02357,Customer Support,Lead,16.3,0.74,0,12,9.5,2.9,3.8,Medium
EMP_02358,Engineering,Lead,15.6,0.66,9,13,9.4,4.4,3.8,Medium
EMP_02359,Sales,Junior,3.3,0.68,2,15,8.7,3.6,3.8,Medium
EMP_02360,Engineering,Senior,9.5,0.77,11,15,11.6,4.9,4.5,High
EMP_02361,Engineering,Senior,15.6,0.82,9,26,10.1,3.0,3.5,Medium
EMP_02362,Sales,Mid,7.1,0.64,1,15,7.4,3.5,3.0,Medium
EMP_02363,Engineering,Mid,12.8,0.43,10,15,6.4,3.0,4.1,Low
EMP_02364,Sales,Senior,1.5,0.48,2,9,7.2,4.3,1.5,Low
EMP_02365,Sales,Mid,12.4,0.94,0,17,7.3,4.0,4.0,High
EMP_02366,Engineering,Mid,3.5,0.66,12,9,5.5,2.1,4.7,Medium
EMP_02367,Engineering,Mid,16.7,0.72,9,17,8.9,4.1,4.1,High
EMP_02368,Sales,Mid,7.4,0.84,1,17,6.2,2.3,2.2,Low
EMP_02369,Engineering,Junior,6.0,0.49,11,13,8.5,2.8,4.7,Medium
EMP_02370,Marketing,Lead,16.9,0.74,0,18,9.6,4.1,3.1,Medium
EMP_02371,Marketing,Mid,1.5,0.64,2,20,10.3,2.5,3.7,Medium
EMP_02372,Customer Support,Mid,8.2,0.62,1,17,7.8,3.2,4.5,High
EMP_02373,Marketing,Junior,7.7,0.69,1,14,7.1,4.1,3.0,Medium
EMP_02374,Sales,Mid,6.1,0.63,1,12,10.2,3.8,3.6,Medium
EMP_02375,Marketing,Junior,18.3,0.57,0,11,10.5,3.8,2.5,Medium
EMP_02376,Engineering,Junior,15.1,0.78,9,13,9.2,4.1,3.4,Medium
EMP_02377,Engineering,Mid,1.7,0.42,12,17,7.2,4.5,2.6,Low
EMP_02378,Marketing,Mid,14.4,0.77,0,19,6.2,2.5,3.9,Medium
EMP_02379,Sales,Mid,10.8,0.91,0,15,9.9,3.8,2.3,Medium
EMP_02380,Marketing,Junior,18.1,0.74,0,20,8.1,4.3,3.4,Medium
EMP_02381,Customer Support,Mid,6.6,0.49,1,9,10.1,4.1,3.0,Medium
EMP_02382,Customer Support,Junior,11.7,0.7,0,18,7.2,3.4,2.9,Low
EMP_02383,Customer Support,Lead,10.3,0.58,0,11,9.9,3.3,4.4,Medium
EMP_02384,Sales,Mid,10.0,0.79,0,17,10.3,4.2,2.6,Medium
EMP_02385,Engineering,Mid,9.4,0.67,11,13,7.8,3.7,3.1,Low
EMP_02386,Sales,Mid,4.5,0.9,2,16,8.7,4.4,3.7,High
EMP_02387,Engineering,Junior,15.2,0.93,9,18,6.5,3.6,4.0,Medium
EMP_02388,Sales,Lead,9.3,0.67,1,11,6.5,3.2,2.1,Low
EMP_02389,Marketing,Junior,19.2,0.9,0,19,8.7,2.1,3.4,Medium
EMP_02390,Marketing,Mid,5.6,0.6,1,16,7.4,3.3,4.1,Medium
EMP_02391,Engineering,Mid,13.8,0.74,10,15,8.6,2.5,4.8,Medium
EMP_02392,Engineering,Junior,18.8,0.73,9,19,8.4,2.0,3.5,Low
EMP_02393,Sales,Senior,13.4,0.85,0,16,9.2,2.8,2.4,Low
EMP_02394,Engineering,Mid,17.5,0.99,9,20,9.0,4.1,3.5,High
EMP_02395,Customer Support,Junior,16.6,0.89,0,12,9.6,3.3,3.1,Medium
EMP_02396,Engineering,Junior,7.5,0.81,11,19,8.5,3.6,3.8,Medium
EMP_02397,Engineering,Junior,12.2,0.86,10,13,8.7,4.0,5.0,High
EMP_02398,Engineering,Senior,3.5,0.72,12,14,8.2,3.5,2.6,Medium
EMP_02399,Sales,Mid,10.9,0.54,0,9,9.8,2.9,4.4,Medium
EMP_02400,Sales,Junior,5.0,0.91,1,19,11.0,3.1,4.2,High
EMP_02401,Engineering,Junior,15.0,1.0,9,13,9.3,4.1,4.0,High
EMP_02402,Engineering,Mid,10.8,0.67,10,22,8.9,3.5,3.7,Medium
EMP_02403,Sales,Mid,8.5,0.63,1,14,7.9,1.5,5.0,Medium
EMP_02404,Engineering,Mid,5.7,0.75,11,21,8.6,3.2,4.5,High
EMP_02405,Marketing,Mid,20.0,0.88,0,14,7.6,3.9,3.0,Medium
EMP_02406,Sales,Junior,1.9,0.59,2,21,7.3,3.6,3.5,Medium
EMP_02407,Engineering,Mid,1.3,0.43,12,17,7.9,2.7,2.6,Low
EMP_02408,Engineering,Lead,4.7,0.69,12,24,10.9,2.9,4.6,Medium
EMP_02409,HR,Junior,19.4,0.88,0,16,8.1,1.9,3.5,Medium
EMP_02410,Sales,Mid,19.6,0.9,0,13,10.6,3.9,2.0,Medium
EMP_02411,Marketing,Mid,13.3,0.79,0,13,6.7,4.0,1.5,Medium
EMP_02412,Engineering,Mid,17.7,0.74,9,13,8.4,3.4,3.1,Medium
EMP_02413,Sales,Junior,4.7,0.8,2,14,9.3,3.2,2.8,Low
EMP_02414,Engineering,Senior,19.5,0.8,9,18,9.4,2.6,3.1,Medium
EMP_02415,Sales,Mid,3.3,0.56,2,15,6.6,3.8,3.3,Low
EMP_02416,HR,Mid,2.5,0.6,2,13,6.4,2.2,4.5,Medium
EMP_02417,Engineering,Mid,2.7,0.37,12,16,9.1,4.1,4.6,Medium
EMP_02418,Engineering,Junior,11.7,0.69,10,17,7.4,4.0,5.0,High
EMP_02419,Engineering,Junior,15.7,0.86,9,12,9.2,4.4,4.9,High
EMP_02420,Engineering,Senior,7.7,0.73,11,9,10.4,3.5,4.0,Medium
EMP_02421,Engineering,Junior,19.6,1.0,9,15,7.2,3.1,2.4,Medium
EMP_02422,Engineering,Mid,9.0,0.65,11,17,7.4,3.8,4.1,Medium
EMP_02423,Marketing,Mid,3.4,0.71,2,11,5.2,4.1,2.2,Medium
EMP_02424,Sales,Mid,9.6,0.81,1,20,9.4,2.6,3.8,Medium
EMP_02425,Engineering,Mid,13.7,1.0,10,12,11.4,3.4,2.3,Low
EMP_02426,Customer Support,Mid,16.7,0.79,0,16,6.3,3.7,5.0,High
EMP_02427,Engineering,Junior,9.4,0.54,11,20,10.1,3.9,3.8,Medium
EMP_02428,HR,Mid,12.1,0.85,0,5,10.2,3.2,3.3,Medium
EMP_02429,Engineering,Mid,5.7,0.94,11,14,9.4,4.0,3.1,Medium
EMP_02430,Customer Support,Mid,13.1,0.68,0,13,7.3,2.7,3.5,Medium
EMP_02431,Sales,Junior,19.7,0.92,0,19,7.8,5.0,2.9,High
EMP_02432,Customer Support,Mid,1.5,0.8,2,22,9.0,3.0,3.2,Medium
EMP_02433,HR,Junior,17.8,0.93,0,17,9.0,3.8,1.9,Medium
EMP_02434,Engineering,Junior,11.5,0.73,10,11,7.8,3.1,2.8,Medium
EMP_02435,HR,Junior,5.4,0.55,1,17,8.9,3.6,2.6,Low
EMP_02436,Engineering,Senior,19.1,0.78,9,15,7.7,2.6,3.9,Medium
EMP_02437,Engineering,Junior,9.9,0.77,11,14,8.0,4.4,3.5,Medium
EMP_02438,Engineering,Junior,7.0,0.81,11,9,7.9,2.8,4.2,Medium
EMP_02439,Sales,Junior,4.0,0.69,2,17,9.8,3.6,3.2,Medium
EMP_02440,Engineering,Junior,5.3,0.6,11,16,6.1,3.4,3.6,Medium
EMP_02441,Sales,Mid,16.7,0.85,0,19,9.2,2.9,1.9,Low
EMP_02442,Sales,Junior,12.5,0.85,0,18,8.7,1.5,4.2,Medium
EMP_02443,Marketing,Junior,18.3,0.84,0,11,4.8,4.3,4.5,High
EMP_02444,Customer Support,Mid,5.0,0.52,1,13,9.5,3.6,4.0,Medium
EMP_02445,Sales,Mid,2.9,0.6,2,12,9.7,2.1,2.8,Medium
EMP_02446,Engineering,Senior,0.6,0.75,12,17,7.6,2.0,3.9,Low
EMP_02447,Engineering,Mid,10.4,0.5,10,12,8.9,3.2,3.6,Low
EMP_02448,Engineering,Junior,20.0,0.49,8,13,8.6,3.4,1.9,Low
EMP_02449,Engineering,Mid,14.1,0.97,10,18,11.5,3.3,4.5,High
EMP_02450,Engineering,Junior,6.5,0.74,11,12,9.0,4.7,2.6,Low
EMP_02451,Engineering,Mid,17.6,0.87,9,13,8.4,2.2,4.0,Medium
EMP_02452,HR,Mid,15.7,0.6,0,18,9.8,3.7,3.5,Medium
EMP_02453,Sales,Junior,0.8,0.72,2,12,10.6,4.0,4.6,High
EMP_02454,Engineering,Mid,16.4,0.81,9,20,11.3,4.0,2.8,Medium
EMP_02455,Sales,Senior,6.4,0.43,1,13,7.3,4.2,3.1,Low
EMP_02456,Engineering,Lead,3.4,0.85,12,12,8.8,3.6,4.1,High
EMP_02457,Sales,Mid,4.9,0.67,2,12,7.3,3.7,3.0,Low
EMP_02458,Sales,Mid,9.6,0.64,1,7,11.7,3.2,4.6,Medium
EMP_02459,Sales,Junior,8.8,0.63,1,18,8.3,2.3,2.9,Low
EMP_02460,Sales,Junior,6.1,0.36,1,8,9.6,3.8,4.0,Medium
EMP_02461,HR,Mid,3.9,0.73,2,17,8.0,3.2,3.5,Medium
EMP_02462,Customer Support,Mid,15.4,0.79,0,7,8.9,2.9,3.0,Medium
EMP_02463,Sales,Lead,19.8,0.77,0,16,5.5,3.8,4.6,High
EMP_02464,Sales,Mid,15.7,0.95,0,17,9.8,3.9,2.7,Medium
EMP_02465,Sales,Mid,6.3,0.46,1,10,10.2,2.9,3.9,Low
EMP_02466,Engineering,Mid,5.3,0.56,11,17,7.3,3.7,1.5,Low
EMP_02467,Engineering,Senior,4.7,0.52,12,12,5.5,3.4,3.8,Low
EMP_02468,Engineering,Mid,3.2,0.59,12,11,10.4,3.7,4.5,Medium
EMP_02469,Sales,Mid,11.3,0.72,0,19,10.2,4.5,3.4,High
EMP_02470,Sales,Mid,12.3,0.79,0,7,9.4,3.9,3.7,Medium
EMP_02471,Engineering,Senior,14.3,0.69,10,14,7.9,3.8,4.9,High
EMP_02472,HR,Junior,13.8,0.61,0,14,7.8,2.8,4.3,Medium
EMP_02473,Customer Support,Senior,6.2,0.91,1,10,10.2,2.9,1.7,Medium
EMP_02474,Marketing,Mid,6.9,1.0,1,22,7.7,3.9,3.1,High
EMP_02475,Sales,Mid,13.8,0.76,0,12,8.4,2.2,3.3,Medium
EMP_02476,Customer Support,Mid,7.3,0.56,1,13,8.2,3.2,3.7,Medium
EMP_02477,Engineering,Mid,4.6,0.87,12,19,8.7,2.9,3.4,High
EMP_02478,Marketing,Junior,7.8,0.46,1,13,8.0,3.4,3.1,Medium
EMP_02479,Engineering,Senior,5.8,0.61,11,17,8.2,3.3,3.0,Medium
EMP_02480,Marketing,Mid,2.2,0.52,2,17,10.9,3.6,2.3,Low
EMP_02481,Engineering,Mid,16.7,0.59,9,11,9.0,3.9,2.7,Low
EMP_02482,Customer Support,Junior,17.1,0.73,0,15,8.8,4.3,4.2,High
EMP_02483,Customer Support,Mid,4.8,0.52,2,17,9.4,4.3,2.7,Medium
EMP_02484,Engineering,Mid,1.8,0.62,12,17,6.5,3.3,2.9,Low
EMP_02485,Sales,Mid,14.9,0.75,0,13,9.7,3.0,2.3,Low
EMP_02486,HR,Mid,4.6,0.55,2,9,8.7,2.9,3.8,Medium
EMP_02487,Sales,Mid,8.2,0.63,1,16,7.3,3.2,4.3,Medium
EMP_02488,Customer Support,Lead,1.8,0.58,2,12,8.1,2.7,4.4,Medium
EMP_02489,Sales,Mid,4.9,0.77,2,8,9.0,3.9,3.2,Medium
EMP_02490,Engineering,Senior,16.0,0.74,9,5,8.3,4.3,3.4,High
EMP_02491,Engineering,Junior,16.2,0.89,9,13,9.8,2.3,3.5,Medium
EMP_02492,Engineering,Mid,4.5,0.73,12,12,7.1,3.5,3.2,Low
EMP_02493,Marketing,Mid,7.1,0.76,1,17,6.5,4.7,3.8,High
EMP_02494,Engineering,Mid,3.1,0.84,12,15,7.1,2.3,4.4,Medium
EMP_02495,Sales,Senior,1.9,0.45,2,16,7.6,4.7,4.3,High
EMP_02496,Sales,Junior,19.8,0.73,0,19,8.4,2.8,3.4,Medium
EMP_02497,Sales,Junior,13.3,1.0,0,11,7.7,3.0,3.1,Medium
EMP_02498,Customer Support,Senior,11.1,0.67,0,15,6.4,4.0,2.6,Low
EMP_02499,HR,Junior,15.4,0.33,0,10,6.2,3.9,2.1,Low
EMP_02500,Sales,Mid,16.9,0.74,0,22,6.3,3.4,3.9,High
EMP_02501,Customer Support,Mid,16.2,0.78,0,15,7.8,2.9,3.5,Medium
EMP_02502,Marketing,Senior,0.8,0.22,2,14,7.0,2.5,3.5,Low
EMP_02503,Sales,Junior,4.1,0.84,2,11,7.6,3.4,5.0,High
EMP_02504,HR,Junior,13.3,0.63,0,17,10.2,3.3,4.8,High
EMP_02505,Engineering,Mid,7.8,0.73,11,13,6.4,2.9,3.5,Medium
EMP_02506,Engineering,Lead,19.7,0.76,9,15,8.6,3.3,3.7,Medium
EMP_02507,Customer Support,Mid,13.5,0.54,0,19,6.4,3.7,2.6,Low
EMP_02508,Sales,Mid,19.2,0.63,0,14,6.2,4.4,4.0,High
EMP_02509,Customer Support,Mid,4.4,0.5,2,19,8.8,3.7,3.7,Low
EMP_02510,Customer Support,Lead,17.3,0.94,0,9,9.2,3.4,2.8,Medium
EMP_02511,Engineering,Senior,6.8,0.65,11,14,9.4,2.8,3.7,Medium
EMP_02512,Customer Support,Lead,19.8,0.72,0,22,9.9,2.9,4.3,High
EMP_02513,Sales,Junior,3.6,0.5,2,18,7.9,3.7,5.0,High
EMP_02514,Sales,Junior,10.6,0.89,0,16,8.6,3.7,2.3,Medium
EMP_02515,Sales,Mid,16.0,0.98,0,15,7.6,3.3,2.6,Medium
EMP_02516,Customer Support,Senior,8.9,0.87,1,21,10.1,4.2,3.4,High
EMP_02517,Engineering,Junior,9.6,0.77,11,9,6.8,3.5,3.7,Medium
EMP_02518,Sales,Junior,19.7,0.84,0,17,9.0,3.1,4.8,High
EMP_02519,Marketing,Senior,8.8,0.51,1,18,6.6,3.0,4.5,Medium
EMP_02520,Marketing,Junior,12.3,0.69,0,12,8.4,2.9,1.8,Low
EMP_02521,Marketing,Mid,1.6,0.51,2,13,5.8,3.9,3.2,Medium
EMP_02522,Engineering,Mid,16.9,0.5,9,11,8.5,3.0,2.3,Low
EMP_02523,Engineering,Mid,13.1,0.89,10,19,11.2,3.6,2.5,Medium
EMP_02524,Engineering,Senior,8.4,0.58,11,18,7.4,2.8,4.0,Low
EMP_02525,Customer Support,Mid,0.8,0.79,2,17,7.8,3.4,3.6,Medium
EMP_02526,Engineering,Mid,12.0,0.85,10,16,9.5,3.5,4.8,High
EMP_02527,Engineering,Mid,0.7,0.69,12,20,8.3,5.0,2.4,Medium
EMP_02528,HR,Mid,0.5,0.7,2,12,10.0,2.5,3.5,Medium
EMP_02529,Engineering,Mid,12.5,0.63,10,11,8.8,4.1,3.1,Low
EMP_02530,HR,Junior,4.2,0.92,2,12,9.5,2.9,4.8,High
EMP_02531,Marketing,Junior,4.2,0.65,2,18,5.2,4.6,2.8,Medium
EMP_02532,Customer Support,Junior,13.2,0.78,0,13,8.3,2.9,3.7,Medium
EMP_02533,Engineering,Junior,1.5,0.52,12,10,6.5,4.3,2.4,Medium
EMP_02534,Engineering,Mid,6.6,0.53,11,21,7.6,3.7,4.7,Medium
EMP_02535,Marketing,Senior,3.4,0.71,2,17,8.8,2.4,5.0,High
EMP_02536,Customer Support,Senior,11.8,0.75,0,17,7.9,3.7,2.9,Low
EMP_02537,Marketing,Senior,13.4,0.62,0,10,7.0,3.9,2.8,Low
EMP_02538,Engineering,Mid,14.6,0.53,10,18,10.1,4.0,3.7,Low
EMP_02539,Marketing,Mid,5.5,0.46,1,15,9.7,3.3,2.8,Low
EMP_02540,Marketing,Mid,2.2,0.8,2,17,6.1,5.0,4.4,High
EMP_02541,Marketing,Junior,2.0,0.53,2,10,9.3,5.0,3.9,Medium
